Entity,Code,Year,Coal per capita (kWh)
Indonesia,IDN,2009,1616.409
Indonesia,IDN,2010,1898.219
Indonesia,IDN,2011,2223.823
Indonesia,IDN,2012,2481.228
Indonesia,IDN,2013,2632.665
Indonesia,IDN,2014,2056.334
Indonesia,IDN,2015,2302.052
Indonesia,IDN,2016,2371.987
Indonesia,IDN,2017,2512.012
Indonesia,IDN,2018,2945.699
Indonesia,IDN,2019,3504.399
Indonesia,IDN,2020,3306.455
Iran,IRN,1965,98.335
Iran,IRN,1966,105.297
Iran,IRN,1967,113.128
Iran,IRN,1968,121.323
Iran,IRN,1969,130.27
Iran,IRN,1970,139.9
Iran,IRN,1971,95.979
Iran,IRN,1972,146.003
Iran,IRN,1973,238.896
Iran,IRN,1974,254.39
Iran,IRN,1975,457.672
Iran,IRN,1976,438.876
Iran,IRN,1977,430.347
Iran,IRN,1978,254.49
Iran,IRN,1979,354.749
Iran,IRN,1980,359.933
Iran,IRN,1981,288.981
Iran,IRN,1982,374.229
Iran,IRN,1983,338.785
Iran,IRN,1984,251.348
Iran,IRN,1985,237.494
Iran,IRN,1986,224.826
Iran,IRN,1987,212.803
Iran,IRN,1988,211.804
Iran,IRN,1989,150.654
Iran,IRN,1990,146.563
Iran,IRN,1991,204.442
Iran,IRN,1992,176.683
Iran,IRN,1993,213.759
Iran,IRN,1994,211.548
Iran,IRN,1995,195.386
Iran,IRN,1996,201.595
Iran,IRN,1997,203.877
Iran,IRN,1998,234.309
Iran,IRN,1999,220.134
Iran,IRN,2000,231.01
Iran,IRN,2001,223.66
Iran,IRN,2002,209.283
Iran,IRN,2003,223.965
Iran,IRN,2004,231.631
Iran,IRN,2005,259.492
Iran,IRN,2006,247.663
Iran,IRN,2007,255.345
Iran,IRN,2008,189.127
Iran,IRN,2009,216.511
Iran,IRN,2010,202.721
Iran,IRN,2011,222.407
Iran,IRN,2012,172.99
Iran,IRN,2013,218.169
Iran,IRN,2014,245.412
Iran,IRN,2015,231.253
Iran,IRN,2016,221.092
Iran,IRN,2017,237.431
Iran,IRN,2018,243.103
Iran,IRN,2019,249.257
Iran,IRN,2020,246.054
Iraq,IRQ,1965,0
Iraq,IRQ,1966,0
Iraq,IRQ,1967,0
Iraq,IRQ,1968,0
Iraq,IRQ,1969,0
Iraq,IRQ,1970,0
Iraq,IRQ,1971,0
Iraq,IRQ,1972,0
Iraq,IRQ,1973,0
Iraq,IRQ,1974,0
Iraq,IRQ,1975,0
Iraq,IRQ,1976,0
Iraq,IRQ,1977,0
Iraq,IRQ,1978,0
Iraq,IRQ,1979,0
Iraq,IRQ,1980,0
Iraq,IRQ,1981,0
Iraq,IRQ,1982,0
Iraq,IRQ,1983,0
Iraq,IRQ,1984,0
Iraq,IRQ,1985,0
Iraq,IRQ,1986,0
Iraq,IRQ,1987,0
Iraq,IRQ,1988,0
Iraq,IRQ,1989,0
Iraq,IRQ,1990,0
Iraq,IRQ,1991,0
Iraq,IRQ,1992,0
Iraq,IRQ,1993,0
Iraq,IRQ,1994,0
Iraq,IRQ,1995,0
Iraq,IRQ,1996,0
Iraq,IRQ,1997,0
Iraq,IRQ,1998,0
Iraq,IRQ,1999,0
Iraq,IRQ,2000,0
Iraq,IRQ,2001,0
Iraq,IRQ,2002,0
Iraq,IRQ,2003,0
Iraq,IRQ,2004,0
Iraq,IRQ,2005,0
Iraq,IRQ,2006,0
Iraq,IRQ,2007,0
Iraq,IRQ,2008,0
Iraq,IRQ,2009,0
Iraq,IRQ,2010,0
Iraq,IRQ,2011,0
Iraq,IRQ,2012,0
Iraq,IRQ,2013,0
Iraq,IRQ,2014,0
Iraq,IRQ,2015,0
Iraq,IRQ,2016,0
Iraq,IRQ,2017,0
Iraq,IRQ,2018,0
Iraq,IRQ,2019,0
Iraq,IRQ,2020,0
Ireland,IRL,1965,12875.352
Ireland,IRL,1966,14609.93
Ireland,IRL,1967,15493.871
Ireland,IRL,1968,18826.87
Ireland,IRL,1969,17799.735
Ireland,IRL,1970,8597.257
Ireland,IRL,1971,8105.99
Ireland,IRL,1972,7437.745
Ireland,IRL,1973,7140.531
Ireland,IRL,1974,7573.253
Ireland,IRL,1975,6305.867
Ireland,IRL,1976,6376.719
Ireland,IRL,1977,6570.369
Ireland,IRL,1978,6118.348
Ireland,IRL,1979,6918.14
Ireland,IRL,1980,6473.409
Ireland,IRL,1981,6701.988
Ireland,IRL,1982,7024.236
Ireland,IRL,1983,7564.013
Ireland,IRL,1984,7210.291
Ireland,IRL,1985,8254.675
Ireland,IRL,1986,9058.806
Ireland,IRL,1987,11640.505
Ireland,IRL,1988,11864.522
Ireland,IRL,1989,11896.748
Ireland,IRL,1990,11467.652
Ireland,IRL,1991,10979.327
Ireland,IRL,1992,10421.654
Ireland,IRL,1993,10078.088
Ireland,IRL,1994,9586.442
Ireland,IRL,1995,9586.892
Ireland,IRL,1996,9565.994
Ireland,IRL,1997,9035.284
Ireland,IRL,1998,9004.762
Ireland,IRL,1999,7656.284
Ireland,IRL,2000,8040.844
Ireland,IRL,2001,8292.335
Ireland,IRL,2002,7837.791
Ireland,IRL,2003,7449.783
Ireland,IRL,2004,6826.416
Ireland,IRL,2005,7433.717
Ireland,IRL,2006,6564.633
Ireland,IRL,2007,6271.302
Ireland,IRL,2008,6010.067
Ireland,IRL,2009,5162.198
Ireland,IRL,2010,5071.481
Ireland,IRL,2011,4937.121
Ireland,IRL,2012,5706.232
Ireland,IRL,2013,5155.537
Ireland,IRL,2014,5054.83
Ireland,IRL,2015,5482.183
Ireland,IRL,2016,5218.383
Ireland,IRL,2017,4389.494
Ireland,IRL,2018,3404.462
Ireland,IRL,2019,2404.67
Ireland,IRL,2020,1759.386
Israel,ISR,1965,0
Israel,ISR,1966,0
Israel,ISR,1967,0
Israel,ISR,1968,0
Israel,ISR,1969,0
Israel,ISR,1970,0
Israel,ISR,1971,0
Israel,ISR,1972,0
Israel,ISR,1973,0
Israel,ISR,1974,0
Israel,ISR,1975,0
Israel,ISR,1976,0
Israel,ISR,1977,0
Israel,ISR,1978,0
Israel,ISR,1979,0
Israel,ISR,1980,3.142
Israel,ISR,1981,3.084
Israel,ISR,1982,1681.728
Israel,ISR,1983,3116.069
Israel,ISR,1984,4960.621
Israel,ISR,1985,5323.494
Israel,ISR,1986,5817.071
Israel,ISR,1987,6095.308
Israel,ISR,1988,5738.528
Israel,ISR,1989,6067.838
Israel,ISR,1990,6196.739
Israel,ISR,1991,6503.923
Israel,ISR,1992,7729.588
Israel,ISR,1993,8420.19
Israel,ISR,1994,8616.529
Israel,ISR,1995,9109.41
Israel,ISR,1996,10732.092
Israel,ISR,1997,11371.897
Israel,ISR,1998,11923.202
Israel,ISR,1999,11457.822
Israel,ISR,2000,12234.317
Israel,ISR,2001,13854.694
Israel,ISR,2002,14387.434
Israel,ISR,2003,14651.581
Israel,ISR,2004,14519.425
Israel,ISR,2005,14141.597
Israel,ISR,2006,13664.437
Israel,ISR,2007,13634.832
Israel,ISR,2008,13085.325
Israel,ISR,2009,12512.565
Israel,ISR,2010,12239.91
Israel,ISR,2011,12321.47
Israel,ISR,2012,13456.306
Israel,ISR,2013,10658.49
Israel,ISR,2014,9754.289
Israel,ISR,2015,9403.683
Israel,ISR,2016,7907.405
Israel,ISR,2017,7058.947
Israel,ISR,2018,6535.985
Israel,ISR,2019,6796.144
Israel,ISR,2020,5378.143
Italy,ITA,1965,1941.289
Italy,ITA,1966,2004.205
Italy,ITA,1967,2180.787
Italy,ITA,1968,2097.584
Italy,ITA,1969,2138.512
Italy,ITA,1970,2144.813
Italy,ITA,1971,2057.793
Italy,ITA,1972,1901.87
Italy,ITA,1973,1916.998
Italy,ITA,1974,2074.694
Italy,ITA,1975,2068.622
Italy,ITA,1976,2041.085
Italy,ITA,1977,1998.528
Italy,ITA,1978,2025.266
Italy,ITA,1979,2215.128
Italy,ITA,1980,2591.035
Italy,ITA,1981,2648.092
Italy,ITA,1982,2953.449
Italy,ITA,1983,2758.491
Italy,ITA,1984,3123.117
Italy,ITA,1985,3079.451
Italy,ITA,1986,3024.451
Italy,ITA,1987,3000.951
Italy,ITA,1988,2812.34
Italy,ITA,1989,2933.774
Italy,ITA,1990,2984.478
Italy,ITA,1991,2832.889
Italy,ITA,1992,2482.461
Italy,ITA,1993,2169.14
Italy,ITA,1994,2289.714
Italy,ITA,1995,2464.516
Italy,ITA,1996,2272.095
Italy,ITA,1997,2311.824
Italy,ITA,1998,2406.691
Italy,ITA,1999,2407.165
Italy,ITA,2000,2567.907
Italy,ITA,2001,2719.934
Italy,ITA,2002,2792.434
Italy,ITA,2003,2993.145
Italy,ITA,2004,3330.77
Italy,ITA,2005,3286.371
Italy,ITA,2006,3312.312
Italy,ITA,2007,3231.581
Italy,ITA,2008,3117.693
Italy,ITA,2009,2433.331
Italy,ITA,2010,2680.607
Italy,ITA,2011,2991.658
Italy,ITA,2012,3051.688
Italy,ITA,2013,2616.113
Italy,ITA,2014,2540.118
Italy,ITA,2015,2367.104
Italy,ITA,2016,2105.604
Italy,ITA,2017,1844.358
Italy,ITA,2018,1691.767
Italy,ITA,2019,1280.501
Italy,ITA,2020,949.668
Japan,JPN,1965,5754.602
Japan,JPN,1966,6062.22
Japan,JPN,1967,6577.864
Japan,JPN,1968,6682.617
Japan,JPN,1969,7043.587
Japan,JPN,1970,6693.136
Japan,JPN,1971,5991.58
Japan,JPN,1972,5770.928
Japan,JPN,1973,6015.073
Japan,JPN,1974,6290.121
Japan,JPN,1975,5811.265
Japan,JPN,1976,5619.244
Japan,JPN,1977,5248.355
Japan,JPN,1978,4709.497
Japan,JPN,1979,4986.976
Japan,JPN,1980,5746.72
Japan,JPN,1981,6393.098
Japan,JPN,1982,6052.811
Japan,JPN,1983,5925.408
Japan,JPN,1984,6584.586
Japan,JPN,1985,6832.978
Japan,JPN,1986,6473.61
Japan,JPN,1987,6576.007
Japan,JPN,1988,7078.334
Japan,JPN,1989,7062.512
Japan,JPN,1990,7290.38
Japan,JPN,1991,7207.902
Japan,JPN,1992,7063.323
Japan,JPN,1993,7181.806
Japan,JPN,1994,7499.429
Japan,JPN,1995,7754.145
Japan,JPN,1996,7940.23
Japan,JPN,1997,8140.314
Japan,JPN,1998,7746.539
Japan,JPN,1999,8136.417
Japan,JPN,2000,8708.971
Japan,JPN,2001,8903.935
Japan,JPN,2002,9444.679
Japan,JPN,2003,9692.927
Japan,JPN,2004,9938.082
Japan,JPN,2005,10401.742
Japan,JPN,2006,10217.372
Japan,JPN,2007,10719.599
Japan,JPN,2008,11006.667
Japan,JPN,2009,9232.987
Japan,JPN,2010,10523.657
Japan,JPN,2011,9981.798
Japan,JPN,2012,10544.795
Japan,JPN,2013,10984.282
Japan,JPN,2014,10811.824
Japan,JPN,2015,10923.003
Japan,JPN,2016,10921.658
Japan,JPN,2017,11105.367
Japan,JPN,2018,10900.744
Japan,JPN,2019,10740.909
Japan,JPN,2020,10046.649
Kazakhstan,KAZ,1985,28310.371
Kazakhstan,KAZ,1986,29393.928
Kazakhstan,KAZ,1987,30185.775
Kazakhstan,KAZ,1988,31162.63
Kazakhstan,KAZ,1989,29522.99
Kazakhstan,KAZ,1990,27484.796
Kazakhstan,KAZ,1991,26847.042
Kazakhstan,KAZ,1992,27162.22
Kazakhstan,KAZ,1993,24851.527
Kazakhstan,KAZ,1994,24551.694
Kazakhstan,KAZ,1995,20057.043
Kazakhstan,KAZ,1996,18151.514
Kazakhstan,KAZ,1997,15811.104
Kazakhstan,KAZ,1998,15790.129
Kazakhstan,KAZ,1999,14785.313
Kazakhstan,KAZ,2000,13902.57
Kazakhstan,KAZ,2001,17393.994
Kazakhstan,KAZ,2002,17544.588
Kazakhstan,KAZ,2003,19212.718
Kazakhstan,KAZ,2004,20278.826
Kazakhstan,KAZ,2005,20299.658
Kazakhstan,KAZ,2006,21192.12
Kazakhstan,KAZ,2007,23063.428
Kazakhstan,KAZ,2008,24772.903
Kazakhstan,KAZ,2009,22426.795
Kazakhstan,KAZ,2010,23889.335
Kazakhstan,KAZ,2011,25629.059
Kazakhstan,KAZ,2012,26282.126
Kazakhstan,KAZ,2013,25600.734
Kazakhstan,KAZ,2014,24893.189
Kazakhstan,KAZ,2015,22661.032
Kazakhstan,KAZ,2016,22106.229
Kazakhstan,KAZ,2017,23391.336
Kazakhstan,KAZ,2018,25849.428
Kazakhstan,KAZ,2019,24882.859
Kazakhstan,KAZ,2020,24198.574
Kuwait,KWT,1965,0
Kuwait,KWT,1966,0
Kuwait,KWT,1967,0
Kuwait,KWT,1968,0
Kuwait,KWT,1969,0
Kuwait,KWT,1970,0
Kuwait,KWT,1971,0
Kuwait,KWT,1972,0
Kuwait,KWT,1973,0
Kuwait,KWT,1974,0
Kuwait,KWT,1975,0
Kuwait,KWT,1976,0
Kuwait,KWT,1977,0
Kuwait,KWT,1978,0
Kuwait,KWT,1979,0
Kuwait,KWT,1980,0
Kuwait,KWT,1981,0
Kuwait,KWT,1982,0
Kuwait,KWT,1983,0
Kuwait,KWT,1984,0
Kuwait,KWT,1985,0
Kuwait,KWT,1986,0
Kuwait,KWT,1987,0
Kuwait,KWT,1988,0
Kuwait,KWT,1989,0
Kuwait,KWT,1990,0
Kuwait,KWT,1991,0
Kuwait,KWT,1992,0
Kuwait,KWT,1993,0
Kuwait,KWT,1994,0
Kuwait,KWT,1995,0
Kuwait,KWT,1996,0
Kuwait,KWT,1997,0
Kuwait,KWT,1998,0
Kuwait,KWT,1999,0
Kuwait,KWT,2000,0.141
Kuwait,KWT,2001,0.359
Kuwait,KWT,2002,1.534
Kuwait,KWT,2003,0.504
Kuwait,KWT,2004,0.448
Kuwait,KWT,2005,0
Kuwait,KWT,2006,11.433
Kuwait,KWT,2007,1.841
Kuwait,KWT,2008,2.939
Kuwait,KWT,2009,0
Kuwait,KWT,2010,14.943
Kuwait,KWT,2011,49.703
Kuwait,KWT,2012,0
Kuwait,KWT,2013,903.569
Kuwait,KWT,2014,686.261
Kuwait,KWT,2015,547.421
Kuwait,KWT,2016,654.244
Kuwait,KWT,2017,483.092
Kuwait,KWT,2018,531.726
Kuwait,KWT,2019,479.999
Kuwait,KWT,2020,84.02
Latvia,LVA,1985,3271.663
Latvia,LVA,1986,4094.579
Latvia,LVA,1987,3713.856
Latvia,LVA,1988,3695.413
Latvia,LVA,1989,3001.864
Latvia,LVA,1990,3092.522
Latvia,LVA,1991,2726.235
Latvia,LVA,1992,2424.755
Latvia,LVA,1993,2248.406
Latvia,LVA,1994,1717.321
Latvia,LVA,1995,1238.815
Latvia,LVA,1996,1175.278
Latvia,LVA,1997,1060.932
Latvia,LVA,1998,789.993
Latvia,LVA,1999,616.252
Latvia,LVA,2000,641.952
Latvia,LVA,2001,605.491
Latvia,LVA,2002,493.615
Latvia,LVA,2003,447.881
Latvia,LVA,2004,342.941
Latvia,LVA,2005,417.793
Latvia,LVA,2006,453.166
Latvia,LVA,2007,567.191
Latvia,LVA,2008,568.847
Latvia,LVA,2009,464.705
Latvia,LVA,2010,600.477
Latvia,LVA,2011,616.606
Latvia,LVA,2012,498.585
Latvia,LVA,2013,425.97
Latvia,LVA,2014,343.626
Latvia,LVA,2015,269.199
Latvia,LVA,2016,241.523
Latvia,LVA,2017,238.43
Latvia,LVA,2018,289.475
Latvia,LVA,2019,243.977
Latvia,LVA,2020,138.351
Lithuania,LTU,1985,2654.871
Lithuania,LTU,1986,3062.618
Lithuania,LTU,1987,2987.134
Lithuania,LTU,1988,2985.68
Lithuania,LTU,1989,2771.364
Lithuania,LTU,1990,2508.484
Lithuania,LTU,1991,2800.675
Lithuania,LTU,1992,1315.908
Lithuania,LTU,1993,1172.299
Lithuania,LTU,1994,979.063
Lithuania,LTU,1995,786.962
Lithuania,LTU,1996,727.732
Lithuania,LTU,1997,592.236
Lithuania,LTU,1998,520.14
Lithuania,LTU,1999,447.183
Lithuania,LTU,2000,306.539
Lithuania,LTU,2001,280.57
Lithuania,LTU,2002,456.115
Lithuania,LTU,2003,594.382
Lithuania,LTU,2004,580.274
Lithuania,LTU,2005,642.661
Lithuania,LTU,2006,883.694
Lithuania,LTU,2007,890.366
Lithuania,LTU,2008,766.317
Lithuania,LTU,2009,617.987
Lithuania,LTU,2010,770.662
Lithuania,LTU,2011,904.103
Lithuania,LTU,2012,892.425
Lithuania,LTU,2013,1039.34
Lithuania,LTU,2014,890.402
Lithuania,LTU,2015,723.536
Lithuania,LTU,2016,743.791
Lithuania,LTU,2017,809.689
Lithuania,LTU,2018,877.668
Lithuania,LTU,2019,836.545
Lithuania,LTU,2020,664.165
Luxembourg,LUX,1965,96063.116
Luxembourg,LUX,1966,86148.476
Luxembourg,LUX,1967,80284.831
Luxembourg,LUX,1968,85645.302
Luxembourg,LUX,1969,90516.647
Luxembourg,LUX,1970,92236.281
Luxembourg,LUX,1971,84365.755
Luxembourg,LUX,1972,82339.242
Luxembourg,LUX,1973,80867.408
Luxembourg,LUX,1974,85472.405
Luxembourg,LUX,1975,64480.475
Luxembourg,LUX,1976,59284.13
Luxembourg,LUX,1977,50756.13
Luxembourg,LUX,1978,53347.691
Luxembourg,LUX,1979,58961.557
Luxembourg,LUX,1980,58289.333
Luxembourg,LUX,1981,46787.467
Luxembourg,LUX,1982,43048.035
Luxembourg,LUX,1983,39480.797
Luxembourg,LUX,1984,44886.227
Luxembourg,LUX,1985,44420.636
Luxembourg,LUX,1986,39284.902
Luxembourg,LUX,1987,28119.427
Luxembourg,LUX,1988,28441.014
Luxembourg,LUX,1989,34898.157
Luxembourg,LUX,1990,33521.039
Luxembourg,LUX,1991,31507.55
Luxembourg,LUX,1992,29298.102
Luxembourg,LUX,1993,29859.615
Luxembourg,LUX,1994,25387.859
Luxembourg,LUX,1995,14079.28
Luxembourg,LUX,1996,13079.578
Luxembourg,LUX,1997,8180.182
Luxembourg,LUX,1998,2684.722
Luxembourg,LUX,1999,2680.552
Luxembourg,LUX,2000,2925.463
Luxembourg,LUX,2001,3128.129
Luxembourg,LUX,2002,1931.665
Luxembourg,LUX,2003,1471.571
Luxembourg,LUX,2004,2046.35
Luxembourg,LUX,2005,1971.154
Luxembourg,LUX,2006,2312.958
Luxembourg,LUX,2007,1919.899
Luxembourg,LUX,2008,1794.566
Luxembourg,LUX,2009,1566.951
Luxembourg,LUX,2010,1534.211
Luxembourg,LUX,2011,1307.87
Luxembourg,LUX,2012,1176.464
Luxembourg,LUX,2013,1026.769
Luxembourg,LUX,2014,1119.812
Luxembourg,LUX,2015,1008.313
Luxembourg,LUX,2016,1051.721
Luxembourg,LUX,2017,890.67
Luxembourg,LUX,2018,810.904
Luxembourg,LUX,2019,804.957
Luxembourg,LUX,2020,772.64
Malaysia,MYS,1965,18.312
Malaysia,MYS,1966,23.759
Malaysia,MYS,1967,13.892
Malaysia,MYS,1968,13.552
Malaysia,MYS,1969,16.537
Malaysia,MYS,1970,17.223
Malaysia,MYS,1971,43.104
Malaysia,MYS,1972,106.808
Malaysia,MYS,1973,99.319
Malaysia,MYS,1974,96.989
Malaysia,MYS,1975,8.606
Malaysia,MYS,1976,9.327
Malaysia,MYS,1977,10.002
Malaysia,MYS,1978,21.27
Malaysia,MYS,1979,29.377
Malaysia,MYS,1980,42.144
Malaysia,MYS,1981,76.524
Malaysia,MYS,1982,68.312
Malaysia,MYS,1983,173.437
Malaysia,MYS,1984,182.959
Malaysia,MYS,1985,237.835
Malaysia,MYS,1986,171.8
Malaysia,MYS,1987,230.179
Malaysia,MYS,1988,177.636
Malaysia,MYS,1989,794.178
Malaysia,MYS,1990,854.755
Malaysia,MYS,1991,980.237
Malaysia,MYS,1992,1003.042
Malaysia,MYS,1993,817.766
Malaysia,MYS,1994,886.029
Malaysia,MYS,1995,946.792
Malaysia,MYS,1996,927.34
Malaysia,MYS,1997,874.25
Malaysia,MYS,1998,909.718
Malaysia,MYS,1999,994.962
Malaysia,MYS,2000,1245.691
Malaysia,MYS,2001,1456.387
Malaysia,MYS,2002,1748.492
Malaysia,MYS,2003,2501.487
Malaysia,MYS,2004,3059.812
Malaysia,MYS,2005,3116.529
Malaysia,MYS,2006,3237.127
Malaysia,MYS,2007,3848.071
Malaysia,MYS,2008,4174.205
Malaysia,MYS,2009,4451.516
Malaysia,MYS,2010,6088.398
Malaysia,MYS,2011,5992.246
Malaysia,MYS,2012,6350.044
Malaysia,MYS,2013,5942.265
Malaysia,MYS,2014,5975.992
Malaysia,MYS,2015,6682.858
Malaysia,MYS,2016,7099.546
Malaysia,MYS,2017,7761.069
Malaysia,MYS,2018,8213.113
Malaysia,MYS,2019,8301.551
Malaysia,MYS,2020,9755.662
Mexico,MEX,1965,181.812
Mexico,MEX,1966,187.983
Mexico,MEX,1967,223.601
Mexico,MEX,1968,227.255
Mexico,MEX,1969,223.384
Mexico,MEX,1970,242.992
Mexico,MEX,1971,295.963
Mexico,MEX,1972,317.457
Mexico,MEX,1973,330.453
Mexico,MEX,1974,354.729
Mexico,MEX,1975,396.228
Mexico,MEX,1976,295.956
Mexico,MEX,1977,414.666
Mexico,MEX,1978,421.451
Mexico,MEX,1979,403.834
Mexico,MEX,1980,399.019
Mexico,MEX,1981,344.327
Mexico,MEX,1982,402.782
Mexico,MEX,1983,448.143
Mexico,MEX,1984,439.486
Mexico,MEX,1985,466.176
Mexico,MEX,1986,503.325
Mexico,MEX,1987,476.929
Mexico,MEX,1988,442.519
Mexico,MEX,1989,480.44
Mexico,MEX,1990,467.473
Mexico,MEX,1991,443.853
Mexico,MEX,1992,440.798
Mexico,MEX,1993,488.489
Mexico,MEX,1994,580.307
Mexico,MEX,1995,635.572
Mexico,MEX,1996,717.143
Mexico,MEX,1997,706.728
Mexico,MEX,1998,711.539
Mexico,MEX,1999,713.419
Mexico,MEX,2000,770.345
Mexico,MEX,2001,834.249
Mexico,MEX,2002,1377.846
Mexico,MEX,2003,1002.303
Mexico,MEX,2004,1011.528
Mexico,MEX,2005,1258.708
Mexico,MEX,2006,1331.333
Mexico,MEX,2007,1205.306
Mexico,MEX,2008,1060.733
Mexico,MEX,2009,1064.756
Mexico,MEX,2010,1298.23
Mexico,MEX,2011,1480.846
Mexico,MEX,2012,1272.796
Mexico,MEX,2013,1247.415
Mexico,MEX,2014,1229.187
Mexico,MEX,2015,1211.658
Mexico,MEX,2016,1172.703
Mexico,MEX,2017,1416.547
Mexico,MEX,2018,1248.471
Mexico,MEX,2019,1179.027
Mexico,MEX,2020,449.948
Morocco,MAR,1965,148.534
Morocco,MAR,1966,222.046
Morocco,MAR,1967,215.806
Morocco,MAR,1968,189.464
Morocco,MAR,1969,185.106
Morocco,MAR,1970,207.626
Morocco,MAR,1971,212.629
Morocco,MAR,1972,257.344
Morocco,MAR,1973,249.709
Morocco,MAR,1974,242.126
Morocco,MAR,1975,269.281
Morocco,MAR,1976,285.705
Morocco,MAR,1977,263.703
Morocco,MAR,1978,259.701
Morocco,MAR,1979,247.384
Morocco,MAR,1980,231.516
Morocco,MAR,1981,240.083
Morocco,MAR,1982,261.04
Morocco,MAR,1983,315.669
Morocco,MAR,1984,264.855
Morocco,MAR,1985,342.194
Morocco,MAR,1986,454.971
Morocco,MAR,1987,517.336
Morocco,MAR,1988,500.648
Morocco,MAR,1989,542.449
Morocco,MAR,1990,513.817
Morocco,MAR,1991,549.723
Morocco,MAR,1992,500.728
Morocco,MAR,1993,537.586
Morocco,MAR,1994,589.715
Morocco,MAR,1995,703.55
Morocco,MAR,1996,887.642
Morocco,MAR,1997,834.29
Morocco,MAR,1998,982.598
Morocco,MAR,1999,928.177
Morocco,MAR,2000,1084.494
Morocco,MAR,2001,1362.796
Morocco,MAR,2002,1340.097
Morocco,MAR,2003,1277.928
Morocco,MAR,2004,1397.986
Morocco,MAR,2005,1449.572
Morocco,MAR,2006,1457.305
Morocco,MAR,2007,1206.408
Morocco,MAR,2008,1351.312
Morocco,MAR,2009,985.622
Morocco,MAR,2010,1002.227
Morocco,MAR,2011,1056.253
Morocco,MAR,2012,1058.019
Morocco,MAR,2013,1035.182
Morocco,MAR,2014,1373.199
Morocco,MAR,2015,1491.378
Morocco,MAR,2016,1418.197
Morocco,MAR,2017,1455.294
Morocco,MAR,2018,1662.336
Morocco,MAR,2019,2124.59
Morocco,MAR,2020,2107.78
Netherlands,NLD,1965,8413.85
Netherlands,NLD,1966,7569.134
Netherlands,NLD,1967,7189.535
Netherlands,NLD,1968,6733.065
Netherlands,NLD,1969,5661.439
Netherlands,NLD,1970,4101.955
Netherlands,NLD,1971,3063.432
Netherlands,NLD,1972,2591.393
Netherlands,NLD,1973,2605.877
Netherlands,NLD,1974,2457.772
Netherlands,NLD,1975,2050.354
Netherlands,NLD,1976,2537.501
Netherlands,NLD,1977,2639.236
Netherlands,NLD,1978,2999.451
Netherlands,NLD,1979,2843.214
Netherlands,NLD,1980,3278.738
Netherlands,NLD,1981,3612.894
Netherlands,NLD,1982,4158.351
Netherlands,NLD,1983,4273.392
Netherlands,NLD,1984,5137.086
Netherlands,NLD,1985,5090.893
Netherlands,NLD,1986,5214.612
Netherlands,NLD,1987,5467.526
Netherlands,NLD,1988,6505.414
Netherlands,NLD,1989,6407.966
Netherlands,NLD,1990,6793.434
Netherlands,NLD,1991,6214.016
Netherlands,NLD,1992,6154.18
Netherlands,NLD,1993,6167.587
Netherlands,NLD,1994,6524.632
Netherlands,NLD,1995,6698.486
Netherlands,NLD,1996,6425.397
Netherlands,NLD,1997,6210.112
Netherlands,NLD,1998,6298.041
Netherlands,NLD,1999,5490.472
Netherlands,NLD,2000,5668.516
Netherlands,NLD,2001,6000.157
Netherlands,NLD,2002,6000.286
Netherlands,NLD,2003,6172.483
Netherlands,NLD,2004,6054.527
Netherlands,NLD,2005,5753.398
Netherlands,NLD,2006,5457.53
Netherlands,NLD,2007,5923.543
Netherlands,NLD,2008,5583.021
Netherlands,NLD,2009,5246.019
Netherlands,NLD,2010,5261.537
Netherlands,NLD,2011,5172.805
Netherlands,NLD,2012,5665.782
Netherlands,NLD,2013,5651.703
Netherlands,NLD,2014,6233.863
Netherlands,NLD,2015,7596.117
Netherlands,NLD,2016,7024.078
Netherlands,NLD,2017,6284.598
Netherlands,NLD,2018,5633.861
Netherlands,NLD,2019,4367.21
Netherlands,NLD,2020,2911.543
New Zealand,NZL,1965,7283.564
New Zealand,NZL,1966,6976.911
New Zealand,NZL,1967,6286.896
New Zealand,NZL,1968,5843.006
New Zealand,NZL,1969,5910.669
New Zealand,NZL,1970,5822.451
New Zealand,NZL,1971,5084.149
New Zealand,NZL,1972,5105.048
New Zealand,NZL,1973,5668.313
New Zealand,NZL,1974,5734.244
New Zealand,NZL,1975,5325.542
New Zealand,NZL,1976,5441.951
New Zealand,NZL,1977,5159.862
New Zealand,NZL,1978,4749.546
New Zealand,NZL,1979,4226.071
New Zealand,NZL,1980,4331.085
New Zealand,NZL,1981,4290.274
New Zealand,NZL,1982,4174.501
New Zealand,NZL,1983,4586.44
New Zealand,NZL,1984,4229.735
New Zealand,NZL,1985,3875.5
New Zealand,NZL,1986,4424.171
New Zealand,NZL,1987,3669.825
New Zealand,NZL,1988,3950.439
New Zealand,NZL,1989,4264.943
New Zealand,NZL,1990,4098.756
New Zealand,NZL,1991,3853.713
New Zealand,NZL,1992,4174.413
New Zealand,NZL,1993,4041.637
New Zealand,NZL,1994,3758.403
New Zealand,NZL,1995,3715.821
New Zealand,NZL,1996,3620.258
New Zealand,NZL,1997,3871.798
New Zealand,NZL,1998,3500.85
New Zealand,NZL,1999,3554.451
New Zealand,NZL,2000,3332.461
New Zealand,NZL,2001,4075.443
New Zealand,NZL,2002,4016.609
New Zealand,NZL,2003,5712.09
New Zealand,NZL,2004,5817.706
New Zealand,NZL,2005,6390.626
New Zealand,NZL,2006,6216.504
New Zealand,NZL,2007,4658.822
